,RecievedTime,FinishedRecievedTime,Latitude,Longitude,SailTime,built,dwt,loa,beam,draughtMeters
416,2019-06-27 02:48:31+00:00,2019-07-11 15:55:34+00:00,5.6047666666666665,94.05592666666666,349.1175,2007,76499,225.0,32.26,14.2
417,2019-08-07 15:59:14+00:00,2019-08-22 14:55:20+00:00,-33.928583333333336,26.72766666666667,358.935,2006,76942,224.99,32.26,14.08
418,2019-12-11 05:18:25+00:00,2019-12-24 15:44:47+00:00,4.094433333333333,91.8551,322.4394444444445,2006,76942,224.99,32.26,14.08
419,2019-04-13 13:36:39+00:00,2019-04-28 07:37:14+00:00,6.20835,94.83783333333334,354.0097222222222,2007,76948,224.9,32.26,13.94
420,2019-06-05 07:36:49+00:00,2019-06-23 06:37:29+00:00,-35.83818333333333,22.56991666666667,431.0111111111111,2007,76948,224.9,32.26,13.94
421,2019-09-16 07:47:52+00:00,2019-09-30 07:30:16+00:00,3.2082166666666665,91.83025,335.70666666666665,2007,76948,224.9,32.26,13.94
422,2019-11-13 07:24:58+00:00,2019-12-01 13:01:27+00:00,-35.5554,17.740666666666666,437.60805555555567,2007,76948,224.9,32.26,13.94
423,2019-04-01 21:06:05+00:00,2019-04-15 23:36:19+00:00,6.0382,94.83023333333334,338.50388888888887,2007,75395,224.95,32.2,13.84
424,2019-08-13 07:59:08+00:00,2019-08-31 05:33:29+00:00,-33.517133333333334,17.957183333333333,429.5725,2007,75395,224.95,32.2,13.84
425,2019-09-30 06:38:54+00:00,2019-10-13 07:52:04+00:00,5.0068166666666665,93.5699,313.21944444444443,2007,75395,224.95,32.2,13.84
426,2019-11-24 07:55:50+00:00,2019-12-10 14:27:11+00:00,-33.979366666666664,27.054766666666666,390.5225,2007,75395,224.95,32.2,13.84
427,2019-04-30 07:58:03+00:00,2019-05-16 06:30:58+00:00,-35.78005,18.533266666666666,382.54861111111114,2007,75356,224.95,32.2,13.84
428,2019-08-27 19:56:52+00:00,2019-09-09 15:55:31+00:00,5.816333333333334,94.5457,307.9775,2007,75356,224.95,32.2,13.84
429,2019-05-13 07:27:33+00:00,2019-05-29 13:41:28+00:00,-35.78194333333333,27.875841666666666,390.23194444444437,2008,82331,224.86,32.26,14.43
430,2019-06-28 07:38:56+00:00,2019-07-11 23:59:25+00:00,4.522943333333333,92.89667666666666,328.3413888888889,2008,82331,224.86,32.26,14.43
431,2020-01-25 12:21:05+00:00,2020-02-09 15:47:21+00:00,5.87539,95.87783166666668,363.4377777777778,2008,82331,224.86,32.26,14.43
432,2019-08-04 01:41:25+00:00,2019-08-16 15:48:21+00:00,2.389533333333333,90.32758333333334,302.11555555555555,2009,82331,224.86,32.26,14.43
433,2019-10-03 15:52:35+00:00,2019-10-21 10:51:55+00:00,-34.7964,18.625266666666672,426.9888888888889,2009,82331,224.86,32.26,14.43
