,Unnamed: 0,Imo,RecievedTime,FinishedRecievedTime,Latitude,Longitude,NavStatus,SailTime,name,type,built,dwt,loa,beam,status,flagState,holdsTotal,hatchesToNo,shipBuilder,shipBuilderCountry,draughtMeters,lastHullSurveyDate,hullSurveyDueDate
1014,1014,9595864,2019-10-12 07:54:42+00:00,2019-10-30 18:26:53+00:00,-35.99959666666667,18.843581666666665,0,442.53638888888884,CK Angie,Bulk Carrier,2011,81147,229.0,32.25,In Service,South Korea,7.0,7.0,Hyundai HI (Ulsan),South Korea,14.52,10/02/2016,11/14/2021
1015,1015,9595876,2019-06-28 15:39:05+00:00,2019-07-16 07:52:46+00:00,-34.70227333333333,17.729838333333333,0,424.22805555555567,CK Bluebell,Bulk Carrier,2011,81147,229.0,32.25,In Service,South Korea,7.0,7.0,Hyundai HI (Ulsan),South Korea,14.52,10/05/2016,11/29/2021
1016,1016,9596090,2019-07-13 23:54:04+00:00,2019-07-30 08:10:53+00:00,-35.179455,18.838183333333333,0,392.28027777777777,Zheng Zhi,Bulk Carrier,2013,81804,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,08/08/2018,08/07/2023
1017,1017,9596105,2019-04-28 23:58:55+00:00,2019-05-13 16:25:03+00:00,-35.86768,33.148871666666665,0,352.4355555555556,Zheng Hui,Bulk Carrier,2014,81797,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,01/02/2019,01/01/2024
1018,1018,9596105,2020-01-21 05:51:35+00:00,2020-02-04 07:47:14+00:00,6.093776666666668,95.56562166666669,0,337.9275,Zheng Hui,Bulk Carrier,2014,81797,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,01/02/2019,01/01/2024
1019,1019,9596492,2019-08-09 07:42:00+00:00,2019-08-28 14:52:40+00:00,-35.84466166666667,17.966873333333332,0,463.1777777777778,Sea Harmony,Bulk Carrier,2011,81398,229.0,32.25,In Service,Greece,7.0,7.0,Hyundai Samho HI,South Korea,14.52,11/29/2018,12/05/2021
1020,1020,9596650,2019-08-11 15:59:45+00:00,2019-08-28 13:43:50+00:00,-33.90443,26.68637,0,405.7347222222222,W-Pacific,Bulk Carrier,2013,81233,229.0,32.26,In Service,Liberia,7.0,7.0,Jiangsu New Hantong,China P.R.,14.5,9/22/2018,9/21/2023
1021,1021,9597020,2019-09-23 15:44:08+00:00,2019-10-10 07:35:18+00:00,-35.99955833333333,27.39288833333333,0,399.85277777777776,Bali,Bulk Carrier,2012,81259,229.0,32.25,In Service,Malta,7.0,7.0,Hyundai HI (Ulsan),South Korea,14.52,1/25/2019,8/30/2022
1022,1022,9597032,2019-08-30 15:54:01+00:00,2019-09-18 21:53:50+00:00,-35.688323333333344,18.591221666666666,0,461.9969444444445,Tahiti One,Bulk Carrier,2012,81292,229.0,32.25,In Service,Malta,7.0,7.0,Hyundai HI (Ulsan),South Korea,14.52,1/13/2019,09/03/2022
1023,1023,9597094,2020-01-06 23:59:32+00:00,2020-01-23 23:17:40+00:00,-35.74861,22.94256,0,407.3022222222222,Andante,Bulk Carrier,2012,81615,229.0,32.26,Idle,Bahamas,7.0,7.0,SPP Tongyoung SY,South Korea,14.52,04/12/2017,4/18/2022
1024,1024,9597123,2019-04-03 23:41:14+00:00,2019-04-19 22:42:03+00:00,-35.738333333333344,29.281285,0,383.0136111111111,Yasa Falcon,Bulk Carrier,2012,81488,229.0,32.26,In Service,Marshall Is.,7.0,7.0,SPP Sacheon SY,South Korea,14.52,03/12/2017,3/19/2022
1025,1025,9597123,2019-10-30 15:55:36+00:00,2019-11-17 01:09:36+00:00,-35.99823,23.67652666666667,0,417.23333333333335,Yasa Falcon,Bulk Carrier,2012,81488,229.0,32.26,In Service,Marshall Is.,7.0,7.0,SPP Sacheon SY,South Korea,14.52,03/12/2017,3/19/2022
1026,1026,9597202,2020-01-28 07:59:08+00:00,2020-02-15 15:18:39+00:00,-35.10563333333333,18.960763333333333,0,439.3252777777778,Alpha Vision,Bulk Carrier,2012,81254,229.0,32.25,In Service,Greece,7.0,7.0,Hyundai Samho HI,South Korea,14.52,07/11/2017,07/11/2022
1027,1027,9597214,2019-08-14 23:28:31+00:00,2019-09-04 06:25:43+00:00,-35.11719166666666,18.756686666666667,0,486.95333333333326,Alpha Progress,Bulk Carrier,2012,81251,229.0,32.25,In Service,Greece,7.0,7.0,Hyundai Samho HI,South Korea,14.52,9/17/2017,7/17/2022
1028,1028,9597226,2019-09-09 23:59:07+00:00,2019-09-26 19:27:17+00:00,-34.77037,18.04873,0,403.4694444444444,Transpacific,Bulk Carrier,2012,81247,229.0,32.25,In Service,Malta,7.0,7.0,Hyundai Samho HI,South Korea,14.52,8/16/2017,8/15/2022
1029,1029,9597238,2019-11-24 07:42:24+00:00,2019-12-12 19:40:34+00:00,-35.018125,18.294163333333334,0,443.9694444444444,Transatlantic,Bulk Carrier,2012,81250,229.0,32.25,In Service,Malta,7.0,7.0,Hyundai Samho HI,South Korea,14.52,8/21/2017,8/20/2022
1030,1030,9597331,2020-01-31 15:58:29+00:00,2020-02-16 22:02:58+00:00,-35.806643333333334,28.72416,0,390.0747222222223,Xi Jiang Yue,Bulk Carrier,2011,74940,225.0,32.2,In Service,Hong Kong,7.0,7.0,Sasebo HI,Japan,14.11,1/28/2016,02/09/2021
1031,1031,9597343,2019-04-01 15:54:53+00:00,2019-04-19 13:40:48+00:00,-35.171306666666666,18.526081666666666,0,429.7652777777778,KT Birdie,Bulk Carrier,2011,74886,225.0,32.2,In Service,Singapore,7.0,7.0,Sasebo HI,Japan,14.14,9/23/2020,10/31/2025
1032,1032,9597343,2019-09-07 15:57:54+00:00,2019-09-24 10:52:20+00:00,-34.867645,18.90079,0,402.90722222222223,KT Birdie,Bulk Carrier,2011,74886,225.0,32.2,In Service,Singapore,7.0,7.0,Sasebo HI,Japan,14.14,9/23/2020,10/31/2025
1033,1033,9597381,2019-08-28 15:56:53+00:00,2019-09-12 15:21:29+00:00,-35.28827166666667,19.34626,0,359.41,Odysseas L,Bulk Carrier,2013,81450,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,12/17/2018,8/30/2023
1034,1034,9597393,2019-07-06 04:34:11+00:00,2019-07-21 07:42:12+00:00,6.2551033333333335,95.39382166666668,0,363.1336111111111,Omiros L,Bulk Carrier,2013,81450,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,1/29/2019,10/04/2023
1035,1035,9597393,2019-09-21 23:50:49+00:00,2019-10-08 14:58:13+00:00,-35.55182333333333,19.03312333333333,0,399.1233333333333,Omiros L,Bulk Carrier,2013,81450,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,1/29/2019,10/04/2023
1036,1036,9597769,2019-07-07 23:50:03+00:00,2019-07-25 14:29:04+00:00,-35.140735,19.454063333333334,0,422.6502777777778,Fiorela,Bulk Carrier,2011,81506,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,01/02/2017,11/16/2021
1037,1037,9597769,2019-08-22 23:00:13+00:00,2019-09-05 23:36:54+00:00,3.20596,91.41284666666668,0,336.6113888888889,Fiorela,Bulk Carrier,2011,81506,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,01/02/2017,11/16/2021
1038,1038,9597769,2019-10-18 15:50:57+00:00,2019-11-04 16:18:28+00:00,-35.277238333333344,19.359631666666665,0,408.45861111111117,Fiorela,Bulk Carrier,2011,81506,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,01/02/2017,11/16/2021
1039,1039,9597769,2019-12-09 16:34:04+00:00,2019-12-23 23:55:57+00:00,5.992626666666666,95.177685,0,343.36472222222216,Fiorela,Bulk Carrier,2011,81506,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,01/02/2017,11/16/2021
1040,1040,9597771,2019-10-04 13:31:30+00:00,2019-10-20 07:56:25+00:00,5.933966666666668,95.41512333333333,0,378.41527777777776,Panorama,Bulk Carrier,2012,81504,229.0,32.25,In Service,Marshall Is.,7.0,7.0,Hyundai Samho HI,South Korea,14.52,1/24/2017,2/16/2022
1041,1041,9597771,2019-12-24 23:42:43+00:00,2020-01-11 14:27:42+00:00,-35.34397333333333,18.421143333333333,0,422.7497222222222,Panorama,Bulk Carrier,2012,81504,229.0,32.25,In Service,Marshall Is.,7.0,7.0,Hyundai Samho HI,South Korea,14.52,1/24/2017,2/16/2022
1042,1042,9597783,2019-04-17 15:25:28+00:00,2019-05-01 23:48:25+00:00,5.869893333333334,94.61024166666668,0,344.3825,Galateia,Bulk Carrier,2011,81359,229.0,32.25,In Service,Bahamas,7.0,7.0,Hyundai Samho HI,South Korea,14.52,11/25/2015,11/24/2020
1043,1043,9597783,2019-11-14 15:58:29+00:00,2019-12-01 06:11:55+00:00,-35.322555,17.86039,0,398.22388888888884,Galateia,Bulk Carrier,2011,81359,229.0,32.25,In Service,Bahamas,7.0,7.0,Hyundai Samho HI,South Korea,14.52,11/25/2015,11/24/2020
1044,1044,9597783,2020-01-20 12:52:58+00:00,2020-02-03 07:56:57+00:00,5.3391166666666665,93.83785833333332,0,331.06638888888887,Galateia,Bulk Carrier,2011,81359,229.0,32.25,In Service,Bahamas,7.0,7.0,Hyundai Samho HI,South Korea,14.52,11/25/2015,11/24/2020
1045,1045,9597795,2019-10-03 23:47:38+00:00,2019-10-21 07:17:19+00:00,-34.85213333333333,18.771175,0,415.4947222222222,Tinos,Bulk Carrier,2011,81391,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,8/23/2016,9/14/2021
1046,1046,9597795,2019-12-09 15:23:57+00:00,2019-12-24 15:50:20+00:00,3.83954,91.770345,0,360.4397222222222,Tinos,Bulk Carrier,2011,81391,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,8/23/2016,9/14/2021
1047,1047,9597800,2019-07-20 07:59:05+00:00,2019-08-08 22:23:25+00:00,-34.685948333333336,18.272973333333333,0,470.4055555555556,Syros I,Bulk Carrier,2011,81391,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,9/26/2016,11/20/2021
1048,1048,9597800,2019-09-10 14:45:58+00:00,2019-09-25 15:50:57+00:00,6.247106666666666,95.23548166666669,0,361.08305555555563,Syros I,Bulk Carrier,2011,81391,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,9/26/2016,11/20/2021
1049,1049,9597800,2019-11-08 15:56:25+00:00,2019-11-28 19:32:41+00:00,-35.306325,18.016268333333333,0,483.60444444444437,Syros I,Bulk Carrier,2011,81391,229.0,32.25,In Service,Liberia,7.0,7.0,Hyundai Samho HI,South Korea,14.52,9/26/2016,11/20/2021
1050,1050,9597812,2019-06-17 07:59:11+00:00,2019-07-03 11:38:13+00:00,-33.796315,27.20642833333333,0,387.6505555555556,Dona Tara,Bulk Carrier,2011,81391,229.0,32.25,Idle,Panama,7.0,7.0,Hyundai Samho HI,South Korea,14.52,03/08/2017,11/20/2021
1051,1051,9598177,2019-10-21 15:53:34+00:00,2019-11-08 09:21:05+00:00,-34.96011833333333,18.897381666666668,0,425.45861111111117,BBG Bright,Bulk Carrier,2012,82043,229.0,32.26,In Service,Hong Kong,7.0,7.0,Beihai Shipyard,China P.R.,14.5,9/19/2017,9/18/2022
1052,1052,9598191,2019-09-16 15:58:41+00:00,2019-10-03 23:45:57+00:00,-33.91650333333333,26.30407,0,415.78777777777776,New Honor,Bulk Carrier,2013,82062,229.0,32.26,Idle,Panama,7.0,7.0,Beihai Shipyard,China P.R.,14.5,12/23/2015,12/22/2020
1053,1053,9598206,2019-09-20 06:12:21+00:00,2019-10-04 07:53:19+00:00,5.98666,94.49866666666668,0,337.6827777777778,New Prestige,Bulk Carrier,2013,82044,229.0,32.26,In Service,Panama,7.0,7.0,Beihai Shipyard,China P.R.,14.5,12/22/2015,12/21/2020
1054,1054,9598206,2019-11-10 23:41:36+00:00,2019-11-30 07:08:56+00:00,-35.087284999999994,17.82706,0,463.45555555555563,New Prestige,Bulk Carrier,2013,82044,229.0,32.26,In Service,Panama,7.0,7.0,Beihai Shipyard,China P.R.,14.5,12/22/2015,12/21/2020
1055,1055,9598206,2020-01-24 15:25:20+00:00,2020-02-08 15:37:29+00:00,5.64855,94.68252333333334,0,360.2025,New Prestige,Bulk Carrier,2013,82044,229.0,32.26,In Service,Panama,7.0,7.0,Beihai Shipyard,China P.R.,14.5,12/22/2015,12/21/2020
1056,1056,9598218,2019-10-07 23:48:49+00:00,2019-10-23 23:35:39+00:00,-35.99759666666667,25.850206666666665,0,383.7805555555556,Sea Gemini,Bulk Carrier,2014,81716,229.0,32.26,In Service,Marshall Is.,7.0,7.0,Qingdao Wuchuan HI,China P.R.,14.45,05/09/2019,1/26/2024
1057,1057,9598218,2020-02-01 15:59:12+00:00,2020-02-17 07:22:01+00:00,-35.8395,28.10908333333333,0,375.3802777777778,Sea Gemini,Bulk Carrier,2014,81716,229.0,32.26,In Service,Marshall Is.,7.0,7.0,Qingdao Wuchuan HI,China P.R.,14.45,05/09/2019,1/26/2024
1058,1058,9598220,2019-10-02 23:25:23+00:00,2019-10-20 07:05:24+00:00,-35.99039333333333,19.341005,0,415.66694444444437,Sea Pegasus,Bulk Carrier,2014,81715,229.0,32.26,Idle,Marshall Is.,7.0,7.0,Qingdao Wuchuan HI,China P.R.,14.45,5/23/2019,05/05/2024
1059,1059,9598220,2020-01-15 20:29:05+00:00,2020-01-31 15:59:51+00:00,6.185083333333332,95.40976833333332,0,379.5127777777778,Sea Pegasus,Bulk Carrier,2014,81715,229.0,32.26,Idle,Marshall Is.,7.0,7.0,Qingdao Wuchuan HI,China P.R.,14.45,5/23/2019,05/05/2024
1060,1060,9598787,2019-04-30 23:56:06+00:00,2019-05-18 06:15:45+00:00,-34.992461666666664,18.286941666666667,0,414.3275,Iolcos Commander,Bulk Carrier,2013,76094,225.0,32.26,In Service,Malta,7.0,7.0,Hudong Zhonghua,China P.R.,14.26,11/22/2017,1/20/2023
1061,1061,9598799,2019-06-18 07:51:50+00:00,2019-07-07 15:40:30+00:00,-35.44907333333333,18.603263333333327,0,463.81111111111113,Iolcos Confidence,Bulk Carrier,2013,76036,225.0,32.26,In Service,Malta,7.0,7.0,Hudong Zhonghua,China P.R.,14.26,11/15/2017,1/27/2023
1062,1062,9599066,2019-08-31 15:59:52+00:00,2019-09-16 07:47:47+00:00,-35.87283499999999,19.52531,0,375.79861111111114,Loch Long,Bulk Carrier,2013,81994,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zhoushan,China P.R.,14.4,07/06/2018,07/01/2023
1063,1063,9599080,2019-04-24 07:20:02+00:00,2019-05-10 23:37:47+00:00,-35.99858166666667,19.722568333333328,0,400.29583333333335,Bright Pegasus,Bulk Carrier,2013,82165,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zhoushan,China P.R.,14.43,3/28/2018,4/18/2023
1064,1064,9600619,2019-04-11 07:59:56+00:00,2019-04-27 07:45:36+00:00,-35.99863666666667,20.30106,0,383.7611111111111,Dona Bibi,Bulk Carrier,2012,81966,229.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.52,04/07/2017,01/08/2022
1065,1065,9600621,2019-05-10 23:56:06+00:00,2019-05-26 14:16:31+00:00,-35.95621833333333,19.216535,0,374.34027777777777,Falkonera,Bulk Carrier,2012,81641,229.0,32.26,In Service,Liberia,7.0,7.0,Daewoo (DSME),South Korea,14.52,06/08/2017,5/24/2022
1066,1066,9600621,2019-06-20 13:40:53+00:00,2019-07-06 07:26:56+00:00,6.2092550000000015,95.9467,0,377.7675,Falkonera,Bulk Carrier,2012,81641,229.0,32.26,In Service,Liberia,7.0,7.0,Daewoo (DSME),South Korea,14.52,06/08/2017,5/24/2022
1067,1067,9600633,2019-09-19 07:29:48+00:00,2019-10-06 13:01:48+00:00,-35.870383333333336,18.030013333333333,0,413.53333333333336,MSXT Oceanus,Bulk Carrier,2012,81642,229.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.52,5/27/2017,07/11/2022
1068,1068,9600633,2019-10-24 13:09:42+00:00,2019-11-06 15:41:31+00:00,3.94954,91.912155,0,314.53027777777777,MSXT Oceanus,Bulk Carrier,2012,81642,229.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.52,5/27/2017,07/11/2022
1069,1069,9600633,2019-12-28 07:53:36+00:00,2020-01-12 23:28:27+00:00,-35.97238833333333,18.002598333333335,0,375.58083333333326,MSXT Oceanus,Bulk Carrier,2012,81642,229.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.52,5/27/2017,07/11/2022
1070,1070,9600645,2019-05-01 15:57:21+00:00,2019-05-16 15:50:12+00:00,-35.81180166666667,32.078678333333336,0,359.88083333333327,Astarte,Bulk Carrier,2013,81513,229.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.52,01/07/2018,02/05/2023
1071,1071,9600645,2019-10-22 15:55:11+00:00,2019-11-08 20:55:03+00:00,-34.82425333333333,18.851526666666672,0,412.9977777777778,Astarte,Bulk Carrier,2013,81513,229.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.52,01/07/2018,02/05/2023
1072,1072,9600645,2020-01-20 00:49:45+00:00,2020-02-03 23:48:54+00:00,4.935088333333334,93.21447333333332,0,358.9858333333333,Astarte,Bulk Carrier,2013,81513,229.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.52,01/07/2018,02/05/2023
1073,1073,9600657,2019-04-08 07:40:51+00:00,2019-04-22 15:26:07+00:00,-35.86620333333333,23.71470333333333,0,343.7544444444445,Antiparos,Bulk Carrier,2013,81641,229.0,32.26,In Service,Liberia,7.0,7.0,Daewoo (DSME),South Korea,14.52,06/04/2018,05/01/2023
1074,1074,9600657,2019-08-28 08:53:06+00:00,2019-09-10 23:58:52+00:00,5.883218333333334,94.396745,0,327.0961111111111,Antiparos,Bulk Carrier,2013,81641,229.0,32.26,In Service,Liberia,7.0,7.0,Daewoo (DSME),South Korea,14.52,06/04/2018,05/01/2023
1075,1075,9601340,2019-10-16 07:59:53+00:00,2019-11-02 05:37:33+00:00,-35.12911166666667,18.95461833333333,0,405.6277777777778,Ioli,Bulk Carrier,2012,81730,229.0,32.26,In Service,Liberia,7.0,7.0,Daewoo-Mangalia,Romania,14.52,05/06/2017,5/23/2022
1076,1076,9601728,2019-04-30 15:43:30+00:00,2019-05-18 15:55:50+00:00,-35.38191166666667,18.94449833333333,0,432.20555555555563,Cape Race,Bulk Carrier,2012,81438,229.0,32.26,In Service,Cyprus,7.0,7.0,Sungdong SB,South Korea,14.55,09/12/2017,09/11/2022
1077,1077,9601728,2019-07-29 19:39:19+00:00,2019-08-14 07:54:30+00:00,5.728901666666666,94.401735,0,372.2530555555555,Cape Race,Bulk Carrier,2012,81438,229.0,32.26,In Service,Cyprus,7.0,7.0,Sungdong SB,South Korea,14.55,09/12/2017,09/11/2022
1078,1078,9601728,2020-01-11 15:59:06+00:00,2020-01-30 04:47:06+00:00,-35.54087666666667,18.3936,0,444.8,Cape Race,Bulk Carrier,2012,81438,229.0,32.26,In Service,Cyprus,7.0,7.0,Sungdong SB,South Korea,14.55,09/12/2017,09/11/2022
1079,1079,9601883,2019-04-22 13:42:15+00:00,2019-05-06 23:45:37+00:00,6.162071666666668,95.34201666666668,0,346.05611111111125,Zheng Yao,Bulk Carrier,2014,81716,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,1/15/2019,1/14/2024
1080,1080,9601883,2019-06-11 23:46:53+00:00,2019-07-01 01:21:49+00:00,-34.92545,19.12237,0,457.5822222222222,Zheng Yao,Bulk Carrier,2014,81716,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,1/15/2019,1/14/2024
1081,1081,9601883,2019-07-30 06:26:29+00:00,2019-08-11 07:52:58+00:00,2.4439533333333334,90.01255166666668,0,289.44138888888887,Zheng Yao,Bulk Carrier,2014,81716,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,1/15/2019,1/14/2024
1082,1082,9601883,2019-09-14 15:55:21+00:00,2019-10-01 23:00:31+00:00,-35.11843666666667,18.970898333333334,0,415.08611111111117,Zheng Yao,Bulk Carrier,2014,81716,229.0,32.26,In Service,Panama,7.0,7.0,Wuhu Shipyard,China P.R.,14.45,1/15/2019,1/14/2024
1083,1083,9601912,2019-06-03 23:48:11+00:00,2019-06-21 15:38:20+00:00,-35.56412333333333,18.691038333333328,0,423.83583333333326,Istria,Bulk Carrier,2013,81761,229.0,32.26,In Service,Singapore,7.0,7.0,Wuhu Shipyard,China P.R.,14.5,10/03/2018,11/10/2023
1084,1084,9602148,2019-07-29 07:59:57+00:00,2019-08-14 23:44:46+00:00,-33.92678833333333,26.08297833333333,0,399.7469444444445,Sinokor Sunrise,Bulk Carrier,2011,79393,229.0,32.26,In Service,Marshall Is.,7.0,7.0,Jiangsu Eastern,China P.R.,14.58,07/06/2016,06/05/2021
1085,1085,9602411,2019-04-24 22:03:06+00:00,2019-05-09 23:45:00+00:00,5.5236366666666665,94.21349333333332,0,361.69833333333327,Billy Jim,Bulk Carrier,2014,82134,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,03/12/2019,2/27/2024
1086,1086,9602411,2019-06-16 07:45:46+00:00,2019-07-05 01:23:36+00:00,-35.99416333333333,18.35485,0,449.6305555555555,Billy Jim,Bulk Carrier,2014,82134,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,03/12/2019,2/27/2024
1087,1087,9602411,2019-07-23 14:04:06+00:00,2019-08-06 23:59:04+00:00,5.2853433333333335,93.96228833333332,0,345.91611111111115,Billy Jim,Bulk Carrier,2014,82134,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,03/12/2019,2/27/2024
1088,1088,9602772,2019-07-16 15:54:32+00:00,2019-08-05 03:12:42+00:00,-34.51244833333333,17.869356666666672,0,467.3027777777778,Ines Corrado,Bulk Carrier,2012,81272,229.0,32.26,In Service,Bahamas,7.0,7.0,Sungdong SB,South Korea,14.57,1/15/2016,04/12/2021
1089,1089,9602772,2019-12-25 07:57:21+00:00,2020-01-13 07:42:58+00:00,-35.09777666666667,18.539456666666666,0,455.7602777777778,Ines Corrado,Bulk Carrier,2012,81272,229.0,32.26,In Service,Bahamas,7.0,7.0,Sungdong SB,South Korea,14.57,1/15/2016,04/12/2021
1090,1090,9603001,2019-06-20 15:47:27+00:00,2019-07-08 01:25:48+00:00,-35.212275,18.243528333333334,0,417.63916666666665,Alkimos,Bulk Carrier,2013,95308,229.13,38.0,In Service,Cyprus,7.0,7.0,Jiangsu Eastern,China P.R.,14.0,10/26/2018,10/25/2023
1091,1091,9603001,2019-08-04 01:42:19+00:00,2019-08-18 07:38:23+00:00,3.4513966666666667,91.03753166666668,0,341.9344444444445,Alkimos,Bulk Carrier,2013,95308,229.13,38.0,In Service,Cyprus,7.0,7.0,Jiangsu Eastern,China P.R.,14.0,10/26/2018,10/25/2023
1092,1092,9603001,2019-09-27 23:43:21+00:00,2019-10-16 06:33:20+00:00,-35.99901,18.400553333333328,0,438.83305555555563,Alkimos,Bulk Carrier,2013,95308,229.13,38.0,In Service,Cyprus,7.0,7.0,Jiangsu Eastern,China P.R.,14.0,10/26/2018,10/25/2023
1093,1093,9603283,2019-09-13 14:58:14+00:00,2019-09-26 07:53:56+00:00,2.332205,89.82214666666668,0,304.92833333333334,Densa Flamingo,Bulk Carrier,2012,82671,229.0,32.24,In Service,Malta,7.0,7.0,STX SB (Jinhae),South Korea,14.5,06/05/2017,6/14/2022
1094,1094,9603300,2019-07-23 16:44:06+00:00,2019-08-06 15:59:06+00:00,4.95003,92.92407,0,335.25,Densa Pelican,Bulk Carrier,2012,82744,229.0,32.24,In Service,Malta,7.0,7.0,STX SB (Jinhae),South Korea,14.45,8/19/2017,10/21/2022
1095,1095,9603300,2019-09-24 15:56:17+00:00,2019-10-11 02:15:07+00:00,-35.93691,22.93669,0,394.31388888888887,Densa Pelican,Bulk Carrier,2012,82744,229.0,32.24,In Service,Malta,7.0,7.0,STX SB (Jinhae),South Korea,14.45,8/19/2017,10/21/2022
1096,1096,9603506,2019-06-22 10:20:25+00:00,2019-07-11 07:54:19+00:00,5.444753333333333,94.18105833333334,0,453.565,TW Beijing,Bulk Carrier,2012,93243,229.2,38.0,In Service,Liberia,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,4/18/2017,4/17/2022
1097,1097,9603506,2019-08-14 15:59:12+00:00,2019-09-01 10:37:00+00:00,-33.90014,26.42585833333333,0,426.63,TW Beijing,Bulk Carrier,2012,93243,229.2,38.0,In Service,Liberia,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,4/18/2017,4/17/2022
1098,1098,9603520,2019-07-09 07:51:48+00:00,2019-07-28 20:37:43+00:00,-35.65871833333333,17.943721666666665,0,468.7652777777778,TW Hamburg,Bulk Carrier,2012,93230,229.2,38.0,In Service,Liberia,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,01/10/2017,01/09/2022
1099,1099,9603532,2019-09-07 22:40:06+00:00,2019-09-23 07:55:20+00:00,3.3385516666666666,91.46914166666667,0,369.25388888888887,TW Jiangsu,Bulk Carrier,2012,93225,229.2,38.0,In Service,Liberia,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,01/10/2017,01/09/2022
1100,1100,9603972,2020-01-25 15:59:29+00:00,2020-02-07 23:56:52+00:00,4.9453716666666665,93.50896,0,319.9563888888889,Theresa Jilin,Bulk Carrier,2012,81707,229.0,32.26,In Service,Hong Kong,7.0,7.0,Sainty SB (Yangzhou),China P.R.,14.45,07/06/2017,06/06/2022
1101,1101,9603996,2019-07-04 15:57:40+00:00,2019-07-20 11:31:38+00:00,-33.94994166666667,26.54589833333333,8,379.5661111111111,Sirocco,Bulk Carrier,2014,81707,229.0,32.26,In Service,Panama,7.0,7.0,Sainty SB (Yangzhou),China P.R.,14.45,03/06/2019,01/12/2024
1102,1102,9604005,2019-08-17 07:59:19+00:00,2019-09-03 15:56:43+00:00,-33.937535,25.69368,0,415.95666666666665,Vishva Uday,Bulk Carrier,2013,81696,229.0,32.26,In Service,India,7.0,7.0,Jiangsu Eastern,China P.R.,14.45,1/26/2019,11/21/2023
1103,1103,9604017,2019-06-27 15:58:55+00:00,2019-07-16 04:32:53+00:00,-35.037256666666664,18.388165,0,444.5661111111111,Yangze 12,Bulk Carrier,2019,81664,229.0,32.26,In Service,Liberia,7.0,7.0,Zhoushan Changhong,China P.R.,14.45,01/09/2019,01/08/2024
1104,1104,9604419,2019-09-20 15:59:20+00:00,2019-10-11 14:11:12+00:00,-34.29911166666667,18.149518333333333,0,502.1977777777778,BK Alice,Bulk Carrier,2012,81970,229.0,32.26,In Service,Panama,7.0,7.0,Jiangsu Eastern,China P.R.,14.47,5/25/2017,5/28/2022
1105,1105,9604859,2019-03-31 23:59:34+00:00,2019-04-17 23:27:05+00:00,-33.917245,25.82416,0,407.45861111111117,Marianne Stoeger,Bulk Carrier,2011,81402,229.0,32.26,In Service,Panama,7.0,7.0,Sungdong SB,South Korea,14.57,12/26/2016,12/07/2021
