,Unnamed: 0,Imo,RecievedTime,Latitude,Longitude,NavStatus,FullWaitTime,UnderwayCount,WaitingCount,MooredCount,OtherCount,FinishedCount,name,type,built,dwt,loa,beam,status,flagState,holdsTotal,hatchesToNo,shipBuilder,shipBuilderCountry,draughtMeters,lastHullSurveyDate,hullSurveyDueDate
1897,1897,9714355,2019-09-06 07:59:40+00:00,-20.122091666666666,118.51630666666668,0,1 days 07:59:20.000000000,68,18,24,0,1303,China Harmony,Bulk Carrier,2016,179505,295.0,46.0,In Service,Hong Kong,9.0,9.0,Beihai Shipyard,China P.R.,18.1,8/30/2016,8/30/2021
1898,1898,9715476,2019-09-30 23:57:00+00:00,-20.096163333333333,118.605085,1,4 days 08:00:28.000000000,68,31,34,0,1481,Herun China,Bulk Carrier,2017,181215,292.0,45.0,In Service,Hong Kong,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,01/06/2017,01/05/2022
1899,1899,9715476,2019-11-25 15:57:34+00:00,-20.097026666666668,118.61857166666668,1,3 days 16:00:58.000000000,66,23,25,0,1903,Herun China,Bulk Carrier,2017,181215,292.0,45.0,In Service,Hong Kong,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,01/06/2017,01/05/2022
1900,1900,9715488,2019-12-06 23:58:13+00:00,-20.093525,118.60913,1,5 days 00:00:30.000000000,58,30,29,0,1993,Herun Zhejiang,Bulk Carrier,2017,181056,292.0,45.0,In Service,Hong Kong,9.0,9.0,Jiangnan Changxing,China P.R.,18.3,7/27/2017,7/26/2022
1901,1901,9715490,2019-03-27 07:58:37+00:00,-20.12011,118.63469,1,4 days 00:01:10.000000000,4,5,11,0,2,Herun Zhoushan,Bulk Carrier,2017,180874,292.0,45.0,In Service,Hong Kong,9.0,9.0,Jiangnan Changxing,China P.R.,18.3,9/26/2017,9/25/2022
1902,1902,9715490,2019-12-07 07:58:25+00:00,-20.063363333333328,118.60863833333332,1,2 days 00:00:16.000000000,59,30,31,0,1995,Herun Zhoushan,Bulk Carrier,2017,180874,292.0,45.0,In Service,Hong Kong,9.0,9.0,Jiangnan Changxing,China P.R.,18.3,9/26/2017,9/25/2022
1903,1903,9718193,2019-11-10 23:59:05+00:00,-20.080641666666665,118.58188333333334,1,3 days 07:57:56.000000000,67,21,28,0,1786,Mehmed Fatih,Bulk Carrier,2015,180025,292.0,45.0,In Service,Malta,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,9/16/2020,8/24/2025
1904,1904,9718208,2019-12-26 07:59:26+00:00,-20.061733333333333,118.571675,1,1 days 23:59:33.000000000,62,28,24,0,2161,Vittoria,Bulk Carrier,2015,180025,292.0,45.0,In Service,Malta,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,6/22/2020,8/27/2025
1905,1905,9718210,2019-06-25 15:56:57+00:00,-20.08491,118.53910333333332,1,2 days 16:01:22.000000000,72,30,32,0,728,Genco Defender,Bulk Carrier,2016,180377,292.0,45.0,In Service,Marshall Is.,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,2/24/2016,2/23/2021
1906,1906,9718210,2019-09-16 07:57:20+00:00,-20.108136666666667,118.5121,1,8 days 16:02:36.000000000,66,21,29,0,1372,Genco Defender,Bulk Carrier,2016,180377,292.0,45.0,In Service,Marshall Is.,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,2/24/2016,2/23/2021
1907,1907,9718210,2019-12-15 07:59:11+00:00,-20.079318333333333,118.59138833333333,1,3 days 08:00:25.000000000,57,25,25,0,2064,Genco Defender,Bulk Carrier,2016,180377,292.0,45.0,In Service,Marshall Is.,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,2/24/2016,2/23/2021
1908,1908,9718210,2020-01-24 15:57:38+00:00,-20.080266666666667,118.51537333333332,1,8 days 07:59:39.000000000,51,34,29,0,2372,Genco Defender,Bulk Carrier,2016,180377,292.0,45.0,In Service,Marshall Is.,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,2/24/2016,2/23/2021
1909,1909,9718222,2019-10-13 07:57:48+00:00,-20.121883333333333,118.57905166666669,1,4 days 08:01:55.000000000,63,36,41,0,1567,Genco Liberty,Bulk Carrier,2016,180387,292.0,45.0,In Service,Marshall Is.,9.0,9.0,HHIC (Yeongdo),South Korea,18.3,3/30/2016,3/29/2021
1910,1910,9718363,2019-04-16 05:42:15+00:00,-20.094543333333334,118.511745,0,0 days 10:16:00.000000000,25,37,20,0,151,Hera Oldendorff,Bulk Carrier,2017,209249,299.95,50.0,In Service,Liberia,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,1/18/2017,1/17/2022
1911,1911,9718363,2019-10-19 10:48:40+00:00,-20.081023333333327,118.5069,1,1 days 21:10:14.000000000,66,38,36,0,1612,Hera Oldendorff,Bulk Carrier,2017,209249,299.95,50.0,In Service,Liberia,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,1/18/2017,1/17/2022
1912,1912,9718363,2020-01-16 15:57:00+00:00,-20.11113,118.53822166666669,1,4 days 16:00:21.000000000,60,23,29,0,2321,Hera Oldendorff,Bulk Carrier,2017,209249,299.95,50.0,In Service,Liberia,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,1/18/2017,1/17/2022
1913,1913,9718375,2019-12-12 15:58:09+00:00,-20.104755,118.63366,1,0 days 16:01:15.000000000,61,15,27,0,2042,Hermine Oldendorff,Bulk Carrier,2017,209331,299.95,50.0,In Service,Madeira,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,5/25/2017,5/25/2022
1914,1914,9718375,2020-02-03 07:57:41+00:00,-20.104365,118.529145,1,6 days 08:01:08.000000000,31,37,27,0,2450,Hermine Oldendorff,Bulk Carrier,2017,209331,299.95,50.0,In Service,Madeira,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,5/25/2017,5/25/2022
1915,1915,9718387,2019-04-10 07:54:44+00:00,-20.092236666666672,118.53866333333332,1,3 days 08:05:10.000000000,20,10,17,0,105,Hans Oldendorff,Bulk Carrier,2017,209190,299.95,50.0,In Service,Madeira,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,8/27/2017,8/27/2022
1916,1916,9718387,2019-12-05 07:58:25+00:00,-20.110485,118.54030166666666,1,1 days 23:59:40.000000000,57,22,30,0,1979,Hans Oldendorff,Bulk Carrier,2017,209190,299.95,50.0,In Service,Madeira,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,8/27/2017,8/27/2022
1917,1917,9718387,2020-01-10 15:59:08+00:00,-20.108185,118.56803,1,1 days 07:57:59.000000000,65,28,29,0,2274,Hans Oldendorff,Bulk Carrier,2017,209190,299.95,50.0,In Service,Madeira,9.0,9.0,Taizhou Kouan SB,China P.R.,18.4,8/27/2017,8/27/2022
1918,1918,9719355,2019-03-31 07:59:49+00:00,-20.095853333333334,118.58875166666668,1,0 days 15:59:06.000000000,8,39,13,0,28,TS Delta,Bulk Carrier,2017,38868,182.0,30.0,In Service,Panama,5.0,5.0,Shanhaiguan SB,China P.R.,10.5,01/06/2017,01/05/2022
1919,1919,9719379,2019-07-15 15:58:20+00:00,-20.13579333333333,118.537015,1,0 days 07:59:33.000000000,66,15,29,0,888,TS Flower,Bulk Carrier,2017,38852,182.0,30.0,In Service,Marshall Is.,5.0,5.0,Shanhaiguan SB,China P.R.,10.52,01/06/2017,01/05/2022
1920,1920,9719393,2019-08-06 15:57:04+00:00,-20.153696666666665,118.54003333333333,1,1 days 00:01:02.000000000,60,21,33,0,1046,TS Honour,Bulk Carrier,2017,38805,182.0,30.0,In Service,Marshall Is.,5.0,5.0,Shanhaiguan SB,China P.R.,10.52,10/31/2017,10/30/2022
1921,1921,9719903,2019-06-01 23:59:53+00:00,-20.092965,118.56171833333332,1,0 days 23:49:17.000000000,60,24,32,0,528,KSL Singapore,Bulk Carrier,2014,181062,292.0,45.0,Idle,Hong Kong,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,5/19/2019,5/18/2024
1922,1922,9719927,2019-04-25 23:57:37+00:00,-20.120031666666666,118.62919833333332,1,4 days 00:00:13.000000000,33,43,19,0,233,KSL Santiago,Bulk Carrier,2014,181020,292.0,45.0,In Service,Hong Kong,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,10/20/2019,9/21/2024
1923,1923,9719939,2019-09-08 15:58:01+00:00,-20.137381666666666,118.5423,1,1 days 23:59:33.000000000,66,18,27,0,1318,KSL Santos,Bulk Carrier,2014,181055,292.0,45.0,In Service,Hong Kong,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,12/08/2019,10/29/2024
1924,1924,9721011,2019-05-13 07:57:05+00:00,-20.092436666666668,118.51815166666668,1,0 days 23:14:14.000000000,46,18,27,0,370,Maran Spirit,Bulk Carrier,2016,179129,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,02/04/2016,02/04/2021
1925,1925,9721011,2019-07-19 23:48:15+00:00,-20.114451666666668,118.52885833333332,1,2 days 16:09:45.000000000,65,19,26,0,919,Maran Spirit,Bulk Carrier,2016,179129,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,02/04/2016,02/04/2021
1926,1926,9721011,2019-09-15 07:59:31+00:00,-20.092165,118.57386666666666,1,4 days 23:57:39.000000000,63,21,28,0,1368,Maran Spirit,Bulk Carrier,2016,179129,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,02/04/2016,02/04/2021
1927,1927,9721023,2019-05-10 07:59:32+00:00,-20.136928333333334,118.53319333333332,1,4 days 15:57:38.000000000,44,16,25,0,347,Maran Victory,Bulk Carrier,2016,179167,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,5/25/2016,5/25/2021
1928,1928,9721023,2019-06-15 23:57:02+00:00,-20.068261666666668,118.60208,1,1 days 00:01:21.000000000,68,29,29,0,646,Maran Victory,Bulk Carrier,2016,179167,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,5/25/2016,5/25/2021
1929,1929,9721023,2019-11-04 23:57:02+00:00,-20.077816666666667,118.53733166666666,1,0 days 16:01:42.000000000,65,23,36,0,1738,Maran Victory,Bulk Carrier,2016,179167,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,5/25/2016,5/25/2021
1930,1930,9721023,2020-02-19 23:34:49+00:00,-20.105106666666668,118.61972666666666,1,1 days 00:25:04.000000000,8,33,17,0,2569,Maran Victory,Bulk Carrier,2016,179167,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,5/25/2016,5/25/2021
1931,1931,9721035,2019-09-05 07:57:19+00:00,-20.12664,118.59640166666668,1,1 days 00:00:19.000000000,70,17,23,0,1294,Maran Brilliance,Bulk Carrier,2016,179179,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,08/10/2016,08/10/2021
1932,1932,9721035,2019-10-17 15:57:14+00:00,-20.107981666666667,118.58058666666666,1,1 days 00:00:51.000000000,68,32,35,0,1599,Maran Brilliance,Bulk Carrier,2016,179179,292.0,45.0,In Service,Malta,9.0,9.0,Daewoo-Mangalia,Romania,18.2,08/10/2016,08/10/2021
1933,1933,9721671,2019-06-30 23:59:47+00:00,-20.064315,118.57432666666666,1,4 days 16:00:12.000000000,73,27,29,0,783,Stella Laura,Bulk Carrier,2015,179549,295.0,46.0,In Service,Singapore,9.0,9.0,Beihai Shipyard,China P.R.,18.1,8/17/2020,06/01/2025
1934,1934,9721671,2019-11-17 15:59:53+00:00,-20.121528333333334,118.5421,1,1 days 07:57:31.000000000,65,26,25,0,1841,Stella Laura,Bulk Carrier,2015,179549,295.0,46.0,In Service,Singapore,9.0,9.0,Beihai Shipyard,China P.R.,18.1,8/17/2020,06/01/2025
1935,1935,9721671,2020-01-03 23:59:31+00:00,-20.120481666666667,118.53282,1,7 days 16:00:24.000000000,62,20,27,0,2232,Stella Laura,Bulk Carrier,2015,179549,295.0,46.0,In Service,Singapore,9.0,9.0,Beihai Shipyard,China P.R.,18.1,8/17/2020,06/01/2025
1936,1936,9721683,2019-12-08 15:58:52+00:00,-20.135906666666667,118.542,1,1 days 23:58:25.000000000,59,27,29,0,2009,Stella Lucy,Bulk Carrier,2015,179667,295.0,46.0,In Service,Singapore,9.0,9.0,Beihai Shipyard,China P.R.,18.1,07/07/2020,7/20/2025
1937,1937,9721683,2020-01-15 07:59:28+00:00,-20.125816666666665,118.514075,1,0 days 23:57:48.000000000,61,24,27,0,2314,Stella Lucy,Bulk Carrier,2015,179667,295.0,46.0,In Service,Singapore,9.0,9.0,Beihai Shipyard,China P.R.,18.1,07/07/2020,7/20/2025
1938,1938,9722364,2020-02-09 15:57:23+00:00,-20.096786666666667,118.621855,1,8 days 16:01:19.000000000,30,38,20,0,2481,Alpha Freedom,Bulk Carrier,2015,179258,291.97,45.0,In Service,Greece,9.0,9.0,Hyundai Samho HI,South Korea,18.22,07/05/2015,1/18/2021
1939,1939,9722376,2019-08-15 23:58:23+00:00,-20.09119,118.57917833333332,1,1 days 07:59:54.000000000,65,27,24,0,1130,Alpha Honesty,Bulk Carrier,2016,179258,291.97,45.0,In Service,Malta,9.0,9.0,Hyundai Samho HI,South Korea,18.22,1/21/2016,1/21/2021
1940,1940,9722376,2019-09-29 15:57:08+00:00,-20.107988333333328,118.63659833333334,1,7 days 15:59:55.000000000,65,29,28,0,1474,Alpha Honesty,Bulk Carrier,2016,179258,291.97,45.0,In Service,Malta,9.0,9.0,Hyundai Samho HI,South Korea,18.22,1/21/2016,1/21/2021
1941,1941,9722376,2020-01-26 23:59:11+00:00,-20.084141666666667,118.62164166666666,1,3 days 15:58:16.000000000,42,36,26,0,2394,Alpha Honesty,Bulk Carrier,2016,179258,291.97,45.0,In Service,Malta,9.0,9.0,Hyundai Samho HI,South Korea,18.22,1/21/2016,1/21/2021
1942,1942,9722388,2019-06-04 07:52:26+00:00,-20.08201333333333,118.50676,1,2 days 00:05:25.000000000,60,21,31,0,547,Alpha Optimism,Bulk Carrier,2016,179258,291.97,45.05,In Service,Malta,9.0,9.0,Hyundai Samho HI,South Korea,18.22,05/10/2016,05/10/2021
1943,1943,9722388,2019-09-19 15:57:25+00:00,-20.124098333333333,118.594955,1,1 days 08:00:41.000000000,65,27,28,0,1397,Alpha Optimism,Bulk Carrier,2016,179258,291.97,45.05,In Service,Malta,9.0,9.0,Hyundai Samho HI,South Korea,18.22,05/10/2016,05/10/2021
1944,1944,9722950,2019-08-29 07:59:04+00:00,-20.109246666666667,118.51205833333331,1,2 days 15:58:49.000000000,64,19,28,0,1236,Winning Hope,Bulk Carrier,2016,209545,300.0,50.0,In Service,Singapore,9.0,9.0,Nantong COSCO KHI,China P.R.,18.4,08/10/2016,08/09/2021
1945,1945,9723150,2019-08-19 07:58:44+00:00,-20.107138333333328,118.506945,1,3 days 07:58:23.000000000,65,21,25,0,1159,FPMC B Majesty,Bulk Carrier,2015,209956,299.99,50.0,In Service,Liberia,9.0,9.0,JMU Ariake Shipyard,Japan,18.43,05/07/2020,3/23/2025
1946,1946,9723150,2019-09-23 07:59:06+00:00,-20.112866666666665,118.60535166666666,1,2 days 15:58:57.000000000,61,30,30,0,1426,FPMC B Majesty,Bulk Carrier,2015,209956,299.99,50.0,In Service,Liberia,9.0,9.0,JMU Ariake Shipyard,Japan,18.43,05/07/2020,3/23/2025
1947,1947,9723150,2019-10-27 23:57:41+00:00,-20.082923333333333,118.58238166666666,1,2 days 00:00:59.000000000,68,22,36,0,1677,FPMC B Majesty,Bulk Carrier,2015,209956,299.99,50.0,In Service,Liberia,9.0,9.0,JMU Ariake Shipyard,Japan,18.43,05/07/2020,3/23/2025
1948,1948,9723150,2019-11-29 15:57:58+00:00,-20.12232,118.60859333333332,1,0 days 08:00:47.000000000,63,21,27,0,1936,FPMC B Majesty,Bulk Carrier,2015,209956,299.99,50.0,In Service,Liberia,9.0,9.0,JMU Ariake Shipyard,Japan,18.43,05/07/2020,3/23/2025
1949,1949,9723150,2020-01-01 23:57:37+00:00,-20.105365,118.514255,1,1 days 15:59:32.000000000,63,21,28,0,2215,FPMC B Majesty,Bulk Carrier,2015,209956,299.99,50.0,In Service,Liberia,9.0,9.0,JMU Ariake Shipyard,Japan,18.43,05/07/2020,3/23/2025
1950,1950,9723502,2019-11-30 15:59:04+00:00,-20.121866666666666,118.515325,1,1 days 07:58:01.000000000,57,31,28,0,1942,KSL Seoul,Bulk Carrier,2015,181010,292.0,45.0,In Service,Hong Kong,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,02/12/2020,1/14/2025
1951,1951,9723899,2019-05-09 23:59:17+00:00,-20.093701666666668,118.50411333333334,1,2 days 23:58:35.000000000,44,16,25,0,346,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1952,1952,9723899,2019-06-10 07:57:53+00:00,-20.097948333333328,118.57937833333334,1,4 days 00:01:31.000000000,65,26,31,0,598,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1953,1953,9723899,2019-08-15 07:59:36+00:00,-20.119651666666666,118.57699,1,2 days 07:58:00.000000000,62,25,24,0,1127,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1954,1954,9723899,2019-09-18 07:58:10+00:00,-20.093836666666668,118.60834833333334,1,1 days 08:01:12.000000000,66,24,30,0,1386,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1955,1955,9723899,2019-10-19 07:58:11+00:00,-20.067176666666672,118.61581666666666,1,1 days 15:58:57.000000000,66,37,35,0,1612,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1956,1956,9723899,2019-11-18 07:58:47+00:00,-20.096731666666667,118.63392333333331,1,6 days 16:00:38.000000000,66,23,26,0,1846,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1957,1957,9723899,2019-12-27 07:58:32+00:00,-20.09406,118.57713166666667,1,0 days 15:49:30.000000000,63,24,29,0,2166,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1958,1958,9723899,2020-01-26 07:58:45+00:00,-20.118621666666666,118.60665666666668,1,3 days 08:00:51.000000000,44,35,28,0,2388,SM Lion,Bulk Carrier,2016,206938,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,04/06/2016,04/05/2021
1959,1959,9723904,2019-03-31 07:57:36+00:00,-20.09698,118.63047666666668,1,1 days 00:00:01.000000000,9,35,13,0,25,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1960,1960,9723904,2019-05-01 07:58:20+00:00,-20.123431666666665,118.62869,1,1 days 16:01:37.000000000,38,33,22,0,277,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1961,1961,9723904,2019-07-14 23:57:36+00:00,-20.093258333333328,118.50933833333332,1,0 days 07:59:45.000000000,69,13,30,0,882,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1962,1962,9723904,2019-08-12 15:59:08+00:00,-20.09981,118.51046833333334,1,1 days 08:00:38.000000000,60,24,26,0,1104,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1963,1963,9723904,2019-10-19 07:59:34+00:00,-20.084276666666668,118.61732833333332,1,0 days 07:57:38.000000000,66,38,35,0,1612,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1964,1964,9723904,2019-11-17 07:57:38+00:00,-20.079181666666667,118.52556833333334,1,4 days 00:01:52.000000000,65,21,26,0,1836,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1965,1965,9723904,2020-01-21 07:57:37+00:00,-20.094271666666668,118.583955,1,0 days 08:02:15.000000000,55,31,29,0,2348,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1966,1966,9723904,2020-02-20 23:58:57+00:00,-20.10842833333333,118.61575833333332,1,2 days 00:00:32.000000000,7,36,15,0,2580,SM Dragon,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,07/07/2016,07/06/2021
1967,1967,9723916,2019-05-21 15:59:41+00:00,-20.081671666666665,118.60727666666666,0,8 days 15:59:25.000000000,51,36,26,0,439,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1968,1968,9723916,2019-08-10 15:59:28+00:00,-20.10517,118.57526166666666,1,5 days 16:00:06.000000000,63,18,27,0,1086,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1969,1969,9723916,2019-09-18 07:59:04+00:00,-20.121836666666667,118.57931833333332,1,0 days 15:58:37.000000000,64,25,28,0,1389,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1970,1970,9723916,2019-10-17 15:57:52+00:00,-20.096,118.54208,1,2 days 08:01:24.000000000,67,33,35,0,1599,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1971,1971,9723916,2019-11-22 07:58:46+00:00,-20.138435,118.51477166666666,1,4 days 15:58:27.000000000,64,17,26,0,1878,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1972,1972,9723916,2019-12-29 07:59:43+00:00,-20.089631666666666,118.52903833333332,1,7 days 07:57:37.000000000,64,24,28,0,2185,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1973,1973,9723916,2020-02-02 07:57:36+00:00,-20.11754833333333,118.53019166666668,1,8 days 00:01:39.000000000,33,41,23,0,2443,SM Puma,Bulk Carrier,2016,206752,300.0,50.0,In Service,Panama,9.0,9.0,Daehan Shipbuilding,South Korea,18.59,8/26/2016,8/25/2021
1974,1974,9724594,2019-08-09 23:59:19+00:00,-20.136963333333334,118.51293333333334,0,2 days 15:58:06.000000000,62,20,28,0,1078,Maersk Navigator,Chemical & Oil Carrier,2016,45500,183.06,32.2,In Service,Danish Int'l,,,Hyundai Mipo,South Korea,13.31,4/26/2016,4/25/2021
1975,1975,9724635,2019-04-15 23:56:58+00:00,-20.081355,118.60904666666669,1,13 days 08:00:56.000000000,24,34,22,0,148,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1976,1976,9724635,2019-06-05 07:57:57+00:00,-20.119246666666665,118.63046666666666,1,3 days 08:01:32.000000000,60,28,30,0,557,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1977,1977,9724635,2019-07-11 23:58:32+00:00,-20.091378333333328,118.58890666666667,1,0 days 16:01:18.000000000,70,16,29,0,858,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1978,1978,9724635,2019-08-24 07:57:05+00:00,-20.083935,118.57891,1,0 days 16:02:19.000000000,67,21,26,0,1195,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1979,1979,9724635,2019-10-03 07:57:06+00:00,-20.1364,118.515265,1,4 days 08:02:20.000000000,67,31,32,0,1502,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1980,1980,9724635,2019-11-21 07:59:05+00:00,-20.124048333333327,118.582125,1,5 days 00:00:50.000000000,65,19,22,0,1873,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1981,1981,9724635,2020-02-09 07:59:09+00:00,-20.122701666666668,118.63549666666668,1,2 days 07:58:18.000000000,30,32,19,0,2481,Conquistador,Bulk Carrier,2016,209090,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,4/20/2016,4/20/2021
1982,1982,9724647,2019-05-21 07:57:58+00:00,-20.093883333333334,118.619395,1,1 days 08:00:17.000000000,51,31,29,0,434,Pink Sands,Bulk Carrier,2016,208931,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,10/17/2016,10/17/2021
1983,1983,9724647,2019-06-26 15:59:36+00:00,-20.070996666666666,118.617945,1,5 days 16:00:03.000000000,72,30,29,0,743,Pink Sands,Bulk Carrier,2016,208931,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,10/17/2016,10/17/2021
1984,1984,9724647,2019-08-02 15:59:39+00:00,-20.084205,118.51178166666666,1,2 days 16:00:16.000000000,64,22,27,0,1022,Pink Sands,Bulk Carrier,2016,208931,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,10/17/2016,10/17/2021
1985,1985,9724647,2019-09-14 23:58:30+00:00,-20.095963333333334,118.62132666666666,1,1 days 00:00:13.000000000,64,18,31,0,1362,Pink Sands,Bulk Carrier,2016,208931,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,10/17/2016,10/17/2021
1986,1986,9724647,2019-10-30 07:53:51+00:00,-20.081081666666666,118.61764166666669,1,8 days 08:03:27.000000000,68,22,40,0,1694,Pink Sands,Bulk Carrier,2016,208931,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,10/17/2016,10/17/2021
1987,1987,9724647,2020-01-29 15:59:36+00:00,-20.138573333333333,118.51467666666667,1,3 days 23:57:46.000000000,37,42,24,0,2416,Pink Sands,Bulk Carrier,2016,208931,299.95,50.0,In Service,Malta,9.0,9.0,Yangzi Xinfu SB,China P.R.,18.4,10/17/2016,10/17/2021
