Imo,RecievedTime,Latitude,Longitude,NavStatus,FullWaitTime,WaitingCount,MooredCount,type,built,dwt,loa,beam,holdsTotal,hatchesToNo,draughtMeters
9423920,2020-01-15 08:07:22+00:00,-20.06366333,118.6188367,1,31.84138889,24,28,Bulk Carrier,2010,177830,292,45,9,9,18.32
9445289,2019-04-16 15:59:46+00:00,-20.106,118.5693333,1,31.955,37,24,Ore Carrier,2011,228800,324.99,52.5,5,5,18.1
9614933,2019-09-13 15:59:59+00:00,-20.11939333,118.5409817,1,31.95666667,20,27,Bulk Carrier,2012,181429,291.98,45,9,9,18.24
9614892,2019-06-09 07:59:36+00:00,-20.10722167,118.62256,1,31.95805556,28,30,Bulk Carrier,2012,181408,291.98,45,9,9,18.24
9721671,2019-11-17 15:59:53+00:00,-20.12152833,118.5421,1,31.95861111,26,25,Bulk Carrier,2015,179549,295,46,9,9,18.1
9531868,2019-07-25 15:58:12+00:00,-20.11385667,118.52985,1,31.95888889,21,32,Bulk Carrier,2014,209996,299.99,50,9,9,18.43
9747792,2020-01-15 07:59:24+00:00,-20.12237833,118.5675583,1,31.96166667,23,27,Ore Carrier,2017,261085,327,57,5,9,18.8
9615028,2019-04-26 23:59:19+00:00,-20.10072667,118.5228683,1,31.96305556,41,21,Bulk Carrier,2012,28236,169.37,27.2,5,5,9.82
9483322,2019-11-20 15:59:30+00:00,-20.0823,118.607545,0,31.96416667,16,22,Bulk Carrier,2009,180361,294.47,46,9,9,18.12
9403528,2019-05-26 23:59:54+00:00,-20.10688167,118.5606233,1,31.96444444,29,28,Bulk Carrier,2011,179156,292,45,9,9,18.32
9590709,2019-08-16 15:59:26+00:00,-20.09784,118.540435,1,31.96472222,23,29,Bulk Carrier,2011,179276,292,45,9,9,18.22
9654579,2019-10-18 07:59:56+00:00,-20.15146333,118.5243633,1,31.96472222,29,39,Chemical & Oil Carrier,2014,49478,183,32.2,,,13.3
9718387,2020-01-10 15:59:08+00:00,-20.108185,118.56803,1,31.96638889,28,29,Bulk Carrier,2017,209190,299.95,50,9,9,18.4
9723502,2019-11-30 15:59:04+00:00,-20.12186667,118.515325,1,31.96694444,31,28,Bulk Carrier,2015,181010,292,45,9,9,18.3
9558189,2020-01-02 07:59:44+00:00,-20.08274667,118.5827133,1,31.96722222,24,26,Bulk Carrier,2011,180694,291.9,45,9,9,18.07
9750828,2019-12-07 23:59:20+00:00,-20.09344667,118.5149967,1,31.96805556,30,28,Bulk Carrier,2016,182631,292,45,9,9,18.15
9631321,2019-08-05 07:58:54+00:00,-20.107065,118.6013,1,31.96944444,24,29,Bulk Carrier,2013,206068,299.85,50,9,9,18.49
9796298,2019-08-17 07:59:48+00:00,-20.07848833,118.6159567,1,31.96972222,26,25,Bulk Carrier,2019,207000,299.88,50,9,9,18.4
9595606,2019-08-04 07:58:32+00:00,-20.10955333,118.5773033,1,31.97444444,23,27,Bulk Carrier,2011,179469,291.97,45,9,9,18.22
9611759,2019-11-07 07:58:39+00:00,-20.09694167,118.581375,1,31.97472222,17,37,Bulk Carrier,2015,180193,295,46,9,9,18.1
9820867,2019-07-23 07:58:29+00:00,-20.09416833,118.510235,1,31.97666667,21,29,Bulk Carrier,2018,208564,299.95,50,9,9,18.32
9507544,2019-10-21 23:59:34+00:00,-20.07706667,118.5111883,1,31.97777778,25,39,Bulk Carrier,2010,178978,292,45,9,9,18.2
9558713,2019-06-04 15:58:40+00:00,-20.09424,118.6009217,1,31.97805556,24,33,Bulk Carrier,2012,205097,299.9,50,9,9,18.37
9592800,2019-11-21 07:58:23+00:00,-20.10991833,118.54113,1,31.97861111,18,26,Bulk Carrier,2012,178929,292,45,9,9,18.32
9455686,2020-02-26 07:59:22+00:00,-20.10914833,118.6298933,1,31.97972222,37,10,Bulk Carrier,2009,177933,292,45,9,9,18.3
9454577,2019-09-20 07:58:36+00:00,-20.119015,118.5348167,1,31.98055556,28,26,Bulk Carrier,2011,180389,294.47,46,9,9,18.1
9751016,2020-01-15 15:58:54+00:00,-20.08181,118.6223017,1,31.98055556,24,30,Bulk Carrier,2017,180003,294.98,46,9,9,18.1
9327815,2019-03-30 07:59:47+00:00,-20.09275,118.5401333,1,31.98083333,34,17,Bulk Carrier,2006,203512,299.9,50,9,9,18.1
9374038,2019-08-11 15:59:49+00:00,-20.10946667,118.5075667,0,31.98083333,21,27,Bulk Carrier,2007,206190,299.94,50,9,9,18.1
9405071,2019-09-04 15:58:36+00:00,-20.096265,118.5961483,1,31.98166667,13,25,Bulk Carrier,2007,177853,292,45,9,9,18.3
9689677,2019-10-03 07:59:45+00:00,-20.09499,118.6196483,1,31.9825,33,31,Bulk Carrier,2014,179033,292.26,45,9,9,18.32
9492206,2020-01-12 07:59:15+00:00,-20.10669667,118.5648967,1,31.98472222,25,30,Bulk Carrier,2011,176000,292,45,9,9,18.3
9439591,2019-04-01 07:59:30+00:00,-20.084345,118.577425,1,31.98527778,41,13,Bulk Carrier,2010,180079,295,46,9,9,18.1
9603427,2019-05-13 15:59:17+00:00,-20.09379167,118.574615,1,31.98527778,18,25,Bulk Carrier,2012,207947,300,50,9,9,18.22
9434785,2019-10-12 15:59:22+00:00,-20.12356667,118.5413833,1,31.98555556,39,42,Bulk Carrier,2009,179700,292,45,9,9,18.2
9758650,2019-04-15 07:59:00+00:00,-20.11102,118.57012,1,31.98611111,30,19,Bulk Carrier,2017,207389,299.88,50,9,9,18.5
9331555,2019-12-31 07:59:25+00:00,-20.09506667,118.59465,1,31.98694444,24,25,Bulk Carrier,2007,175874,289,45,9,9,17.82
9439034,2019-06-29 07:59:37+00:00,-20.07958333,118.5072333,1,31.98722222,25,28,Bulk Carrier,2008,206312,299.94,50,9,9,18.1
9482249,2019-05-30 23:59:54+00:00,-20.090895,118.62712,1,31.98722222,27,32,Bulk Carrier,2010,182718,292,45,9,9,18.2
9621314,2019-04-19 07:59:12+00:00,-20.11995833,118.5930933,1,31.98722222,39,19,Ore Carrier,2013,251022,329.95,57,9,9,18.03
9714355,2019-09-06 07:59:40+00:00,-20.12209167,118.5163067,0,31.98888889,18,24,Bulk Carrier,2016,179505,295,46,9,9,18.1
9469558,2019-08-07 15:59:26+00:00,-20.11996667,118.5771167,1,31.98972222,24,32,Bulk Carrier,2009,182060,292,44.98,9,9,18.28
9431185,2019-09-27 15:59:08+00:00,-20.08044,118.6327667,0,31.99027778,32,27,Bulk Carrier,2011,119473,245,43.06,7,7,15.4
9581708,2019-07-29 07:57:51+00:00,-20.11621667,118.52465,1,31.99027778,26,28,Bulk Carrier,2013,114038,250,43,7,7,14.5
9581241,2019-12-29 15:57:41+00:00,-20.13066167,118.5279933,1,31.99083333,25,27,Bulk Carrier,2012,179719,292,45,9,9,18.21
9619555,2019-04-30 07:58:34+00:00,-20.13834667,118.5145867,1,31.99138889,33,28,Bulk Carrier,2012,177935,292,45,9,9,18.3
9816555,2019-10-11 23:57:33+00:00,-20.072005,118.6357367,1,31.99138889,36,40,Bulk Carrier,2018,208660,299.9,50,9,9,18.27
9753583,2019-09-30 07:58:08+00:00,-20.06561667,118.6018,1,31.9925,27,31,Ore Carrier,2018,261052,327,57,5,9,18.8
9435765,2019-11-26 07:58:13+00:00,-20.083495,118.5923617,1,31.99361111,26,22,General Cargo,2009,12669,138.04,21.36,,,
9520728,2019-12-30 07:57:32+00:00,-20.08420667,118.618345,1,31.99361111,26,26,Bulk Carrier,2011,179488,291.97,45,9,9,18.22
9731456,2019-12-21 07:59:39+00:00,-20.07146667,118.6323117,1,31.99361111,22,27,Bulk Carrier,2016,207709,299.88,50,9,9,18.5
9421831,2019-08-15 15:57:58+00:00,-20.12041333,118.5671233,1,31.99444444,26,23,Bulk Carrier,2008,170039,289.9,45,9,9,17.8
9464675,2019-11-06 07:59:17+00:00,-20.09848667,118.511465,1,31.99472222,17,38,Bulk Carrier,2013,114775,255.2,43,7,7,14.5
9741786,2019-09-04 07:59:07+00:00,-20.104955,118.60412,1,31.995,14,23,Ore Carrier,2016,250380,325,57,9,9,18
9437696,2019-05-11 15:57:16+00:00,-20.07913333,118.5752167,1,31.99555556,20,26,Bulk Carrier,2009,169332,289.9,45,9,9,17.8
9329459,2019-08-28 15:57:51+00:00,-20.11888333,118.5933667,1,31.99583333,17,27,Bulk Carrier,2005,175500,289,45,9,9,18.2
9731767,2019-11-25 07:57:35+00:00,-20.12368667,118.5918317,1,31.99583333,22,24,Ore Carrier,2016,250292,325,57,9,9,18
9638044,2019-05-11 23:57:48+00:00,-20.10753167,118.6139083,1,31.99694444,23,21,Bulk Carrier,2013,206010,299.92,50,9,9,18.4
9452476,2019-06-14 15:58:59+00:00,-20.08013167,118.6041517,1,31.99722222,23,28,Bulk Carrier,2011,180388,294.47,46,9,9,18.1
9731456,2020-01-28 07:59:27+00:00,-20.12719833,118.527435,1,31.9975,36,27,Bulk Carrier,2016,207709,299.88,50,9,9,18.5
9537898,2019-08-16 07:59:28+00:00,-20.13626167,118.53679,1,31.99805556,23,27,Bulk Carrier,2010,93062,229.2,38,7,7,14.9
9448009,2019-04-25 07:57:50+00:00,-20.08122333,118.6151167,1,31.99833333,41,21,Bulk Carrier,2011,175800,291.8,45,9,9,18.25
9597185,2019-12-26 07:58:53+00:00,-20.09997333,118.5277917,1,31.99833333,26,25,Bulk Carrier,2011,176216,291.95,45,9,9,18.3
9691931,2019-08-29 07:58:10+00:00,-20.12335,118.5357067,1,31.99833333,18,30,Bulk Carrier,2014,207562,299.97,50,9,9,18.47
9722376,2019-08-15 23:58:23+00:00,-20.09119,118.5791783,1,31.99833333,27,24,Bulk Carrier,2016,179258,291.97,45,9,9,18.22
9747792,2019-12-14 23:59:01+00:00,-20.09829,118.5363717,1,31.99861111,20,29,Ore Carrier,2017,261085,327,57,5,9,18.8
9735189,2019-11-02 07:59:02+00:00,-20.13682,118.5405033,1,31.99888889,20,36,Bulk Carrier,2016,209551,300,50,9,9,18.4
9361251,2019-07-26 07:58:17+00:00,-20.08321667,118.5419167,1,31.99916667,26,30,Bulk Carrier,2008,180183,288.93,45,9,9,18.17
9615133,2019-09-22 23:57:18+00:00,-20.07181,118.52523,1,31.99972222,29,28,Bulk Carrier,2012,115066,254,43,7,7,14.5
9747807,2019-09-28 15:58:54+00:00,-20.11884833,118.6237367,1,31.99972222,27,32,Ore Carrier,2017,261088,327,57,5,9,18.8
9747871,2019-05-17 15:59:24+00:00,-20.10681167,118.5633883,0,31.99972222,24,24,Bulk Carrier,2016,181162,291.98,45,9,9,18.24
9573763,2019-08-31 07:59:56+00:00,-20.1203,118.5748933,1,32.00055556,13,26,Bulk Carrier,2010,181529,291.98,45,9,9,18.24
9678800,2019-09-01 07:57:33+00:00,-20.11970833,118.5323733,1,32.00055556,14,25,Bulk Carrier,2013,206010,299.92,50,9,9,18.4
9398113,2019-08-07 23:58:39+00:00,-20.11856667,118.533,1,32.00083333,24,30,Bulk Carrier,2010,207945,299.7,50,9,9,18.23
9708320,2019-07-05 07:59:34+00:00,-20.09948833,118.5227267,1,32.00166667,21,29,Bulk Carrier,2015,78184,225,32.2,7,7,14.43
9500742,2019-06-29 23:58:25+00:00,-20.09500833,118.563335,1,32.00222222,24,32,Bulk Carrier,2011,180643,291.9,45,9,9,18.07
9597185,2019-05-19 07:59:23+00:00,-20.10657333,118.6298583,1,32.00305556,26,24,Bulk Carrier,2011,176216,291.95,45,9,9,18.3
9575668,2020-01-18 07:58:05+00:00,-20.12253,118.5844117,1,32.00361111,31,27,Bulk Carrier,2012,175620,291.8,45,9,9,18.25
9678800,2019-07-24 07:57:08+00:00,-20.10736167,118.6084867,1,32.00361111,22,24,Bulk Carrier,2013,206010,299.92,50,9,9,18.4
9329459,2019-10-09 23:58:58+00:00,-20.0815,118.5404833,1,32.00388889,36,41,Bulk Carrier,2005,175500,289,45,9,9,18.2
9344291,2019-12-02 07:58:24+00:00,-20.09735,118.5746333,1,32.00388889,27,29,Bulk Carrier,2006,154068,274.93,47,7,7,16.27
9344473,2019-04-02 07:57:57+00:00,-20.09941333,118.5397933,1,32.00388889,38,14,Bulk Carrier,2008,173723,289,45,9,9,18.22
9567087,2019-10-26 15:58:48+00:00,-20.09292,118.5104167,1,32.00416667,25,33,Bulk Carrier,2014,175656,291.8,45,9,9,18.25
9603362,2019-08-17 07:57:24+00:00,-20.068145,118.6309367,1,32.00416667,25,25,Bulk Carrier,2011,207855,300,50,9,9,18.22
9749881,2020-01-18 07:57:00+00:00,-20.06837167,118.612035,1,32.00416667,31,26,Ore Carrier,2019,250194,329.95,57,7,7,18.02
9453743,2019-06-10 23:58:03+00:00,-20.07928333,118.6336,1,32.00472222,30,33,Bulk Carrier,2011,175975,291.8,45,9,9,18.25
9724647,2019-05-21 07:57:58+00:00,-20.09388333,118.619395,1,32.00472222,31,29,Bulk Carrier,2016,208931,299.95,50,9,9,18.4
9279393,2019-06-20 23:59:29+00:00,-20.07676667,118.52019,1,32.005,33,29,Ore Carrier,2004,229186,319.5,54,9,9,18.1
9469625,2019-07-04 15:57:39+00:00,-20.08331833,118.6214233,1,32.00666667,19,32,Bulk Carrier,2011,176536,292,45,9,9,18.3
9476537,2020-02-04 15:57:00+00:00,-20.081055,118.5143883,1,32.00666667,40,26,Bulk Carrier,2012,93266,229.2,38,7,7,14.9
