,Imo,RecievedTime,FinishedRecievedTime,Latitude,Longitude,NavStatus,WaitTime
169,8504882,2019-06-29 07:59:24+00:00,2019-06-30 07:59:19+00:00,50.01979166666667,-66.75272333333334,1,23.99861111111111
170,8504882,2019-07-18 07:58:40+00:00,2019-08-04 23:56:33+00:00,46.72472666666667,-91.99146666666668,1,423.96472222222224
171,8504882,2019-11-07 15:59:21+00:00,2019-11-12 23:59:54+00:00,46.72515666666666,-91.998885,1,128.00916666666666
172,8504882,2019-11-17 07:58:11+00:00,2019-11-21 23:57:16+00:00,47.01057,-91.65155166666666,1,111.98472222222222
173,8504882,2019-11-26 07:57:07+00:00,2019-11-27 23:50:57+00:00,47.00673666666667,-91.64281333333334,1,39.897222222222226
174,8505848,2019-04-12 07:59:32+00:00,2019-04-14 15:55:26+00:00,46.46100666666667,-84.57651833333334,1,55.931666666666665
175,8505848,2019-04-23 07:57:57+00:00,2019-04-28 07:56:42+00:00,46.75914166666666,-91.948565,1,119.97916666666667
176,8505848,2019-05-11 15:57:22+00:00,2019-05-13 15:58:07+00:00,46.73522166666667,-92.01786833333334,1,48.0125
177,8505848,2019-06-08 22:52:29+00:00,2019-06-09 12:21:09+00:00,47.07278166666666,-91.56846,1,13.477777777777778
178,8505848,2019-08-09 23:56:21+00:00,2019-08-10 07:59:44+00:00,46.72764333333333,-91.997505,1,8.05638888888889
179,8505848,2019-10-05 23:58:43+00:00,2019-10-06 15:57:26+00:00,46.74574833333333,-91.97883833333331,1,15.97861111111111
180,8505848,2019-10-14 15:57:11+00:00,2019-10-17 23:57:36+00:00,48.310109999999995,-89.13486166666668,1,80.00694444444444
181,8505848,2019-11-09 13:51:01+00:00,2019-11-14 07:59:48+00:00,43.24369166666666,-79.27943833333333,1,114.1463888888889
182,8505848,2019-12-15 15:08:41+00:00,2019-12-23 07:58:35+00:00,49.25404333333334,-68.09699,1,184.83166666666668
183,8505848,2019-12-31 07:59:58+00:00,2020-01-01 23:59:33+00:00,50.00012166666666,-66.812395,1,39.99305555555556
184,8505848,2020-01-06 15:47:34+00:00,2020-01-07 15:59:14+00:00,46.3389,-72.53340333333334,1,24.194444444444443
185,8505850,2019-05-30 07:53:16+00:00,2019-06-06 02:16:24+00:00,47.00144166666666,-91.67441166666669,1,162.38555555555556
186,8505850,2019-08-27 07:49:26+00:00,2019-08-27 15:59:58+00:00,46.735659999999996,-91.981495,1,8.175555555555556
187,8505850,2019-09-27 15:59:01+00:00,2019-09-28 07:49:19+00:00,46.78933333333333,-91.99733333333332,1,15.838333333333333
188,8505850,2019-10-25 07:54:12+00:00,2019-10-26 23:58:32+00:00,46.01568333333334,-73.169955,1,40.07222222222222
189,8505850,2019-12-27 07:57:30+00:00,2019-12-27 15:57:22+00:00,49.99823166666667,-66.81070833333334,1,7.997777777777777
190,8515697,2019-03-26 15:53:03+00:00,2019-03-28 07:56:58+00:00,30.669436666666666,122.670465,1,40.06527777777778
191,8515697,2019-04-01 07:59:35+00:00,2019-04-01 23:52:12+00:00,30.436281666666666,122.55728666666668,1,15.876944444444444
192,8515697,2019-04-03 15:59:02+00:00,2019-04-05 23:56:13+00:00,31.18633166666667,122.60713500000001,1,55.95305555555556
193,8515697,2019-04-10 23:55:03+00:00,2019-04-12 15:58:00+00:00,35.08716833333333,119.71750833333333,1,40.049166666666665
194,8515697,2019-04-15 03:20:57+00:00,2019-04-17 07:53:39+00:00,31.37998666666667,122.48706333333334,1,52.545
195,8515697,2019-04-20 07:58:17+00:00,2019-04-20 23:58:39+00:00,30.43240833333333,122.56102833333334,1,16.00611111111111
196,8515697,2019-04-27 23:59:54+00:00,2019-04-28 07:59:33+00:00,30.43909833333333,122.57450333333334,1,7.994166666666667
197,8515697,2019-04-29 07:59:00+00:00,2019-05-01 05:06:28+00:00,30.67383333333333,122.66964499999999,1,45.12444444444444
198,8515697,2019-05-03 23:56:49+00:00,2019-05-04 15:58:13+00:00,30.44146,122.54305500000001,1,16.023333333333333
199,8515697,2019-05-05 23:55:18+00:00,2019-05-07 07:58:02+00:00,30.670556666666666,122.66900333333334,1,32.04555555555555
200,8515697,2019-05-12 23:41:16+00:00,2019-05-14 23:58:45+00:00,31.301756666666666,122.56365666666666,1,48.29138888888889
201,8515697,2019-05-19 23:59:21+00:00,2019-05-20 15:58:56+00:00,35.23174,119.68071166666668,1,15.993055555555555
202,8515697,2019-05-22 23:59:52+00:00,2019-05-28 07:59:42+00:00,31.281495,122.60039499999999,1,127.99722222222222
203,8515697,2019-06-03 15:59:57+00:00,2019-06-05 23:49:59+00:00,30.65889666666667,122.681715,1,55.833888888888886
204,8515697,2019-06-09 15:57:03+00:00,2019-06-10 07:52:20+00:00,30.43645166666667,122.55478500000001,1,15.921388888888888
205,8515697,2019-06-11 07:58:11+00:00,2019-06-14 15:58:23+00:00,30.65692,122.67589,1,80.00333333333333
206,8515697,2019-06-18 15:59:44+00:00,2019-06-20 07:56:53+00:00,30.43139333333333,122.58768333333332,1,39.9525
207,8515697,2019-06-21 23:59:09+00:00,2019-06-23 15:43:44+00:00,30.65582833333333,122.66123166666668,1,39.74305555555556
208,8515697,2019-06-25 15:56:50+00:00,2019-06-26 23:58:56+00:00,30.423611666666666,122.61075166666667,1,32.035
209,8515697,2019-06-28 07:57:56+00:00,2019-06-30 15:59:28+00:00,30.65558333333333,122.67819666666666,1,56.025555555555556
210,8515697,2019-07-03 23:58:53+00:00,2019-07-04 23:59:11+00:00,30.41847833333333,122.61565,1,24.005
211,8515697,2019-07-06 07:55:22+00:00,2019-07-14 07:34:45+00:00,30.673955,122.68222333333334,1,191.6563888888889
212,8515697,2019-07-18 07:57:32+00:00,2019-07-19 23:57:06+00:00,30.44636833333333,122.59728333333334,1,39.992777777777775
